resource,properResName,scientificName
411202999,"Unspecified auklets, unknown season",  
411204000,    Cormorants,Phalacrocorax spp. 
411204001,"     Cormorants, spring",Phalacrocorax spp. 
411204002,"     Cormorants, summer",Phalacrocorax spp. 
411204003,"     Cormorants, fall",Phalacrocorax spp. 
411204004,"     Cormorants, winter",Phalacrocorax spp. 
411204009,"     Cormorants, unknown season",Phalacrocorax spp. 
411204020,     Double-crested cormorant,Phalacrocorax auritus 
411204021,"Double-crested cormorant, spring",Phalacrocorax auritus 
411204022,"Double-crested cormorant, summer",Phalacrocorax auritus 
411204023,"Double-crested cormorant, fall",Phalacrocorax auritus 
411204024,"Double-crested cormorant, winter",Phalacrocorax auritus 
411204029,"Double-crested cormorant, unknown season",Phalacrocorax auritus 
411204040,     Pelagic cormorant,Phalacrocorax pelagicus 
411204041,"Pelagic cormorant, spring",Phalacrocorax pelagicus 
411204042,"Pelagic cormorant, summer",Phalacrocorax pelagicus 
411204043,"Pelagic cormorant, fall",Phalacrocorax pelagicus 
411204044,"Pelagic cormorant, winter",Phalacrocorax pelagicus 
411204049,"Pelagic cormorant, unknown season",Phalacrocorax pelagicus 
411204060,     Red-faced cormorant,Phalacrocorax urile 
411204061,"Red-faced cormorant, spring",Phalacrocorax urile 
411204062,"Red-faced cormorant, summer",Phalacrocorax urile 
411204063,"Red-faced cormorant, fall",Phalacrocorax urile 
411204064,"Red-faced cormorant, winter",Phalacrocorax urile 
411204069,"Red-faced cormorant, unknown season",Phalacrocorax urile 
411204990,     Unspecified cormorants,Phalacrocorax spp. 
411204991,"Unspecified cormorants, spring",Phalacrocorax spp. 
411204992,"Unspecified cormorants, summer",Phalacrocorax spp. 
411204993,"Unspecified cormorants, fall",Phalacrocorax spp. 
411204994,"Unspecified cormorants, winter",Phalacrocorax spp. 
411204999,"Unspecified cormorants, unknown season",Phalacrocorax spp. 
411206000,    Northern fulmar,Fulmarus glacialis 
411206001,"     Northern fulmar, spring",Fulmarus glacialis 
411206002,"     Northern fulmar, summer",Fulmarus glacialis 
411206003,"     Northern fulmar, fall",Fulmarus glacialis 
411206004,"     Northern fulmar, winter",Fulmarus glacialis 
411206009,"     Northern fulmar, season unknown",Fulmarus glacialis 
411206020,     Northern fulmar,Fulmarus glacialis 
411206021,"Northern fulmar, spring",Fulmarus glacialis 
411206022,"Northern fulmar, summer",Fulmarus glacialis 
411206023,"Northern fulmar, fall",Fulmarus glacialis 
411206024,"Northern fulmar, winter",Fulmarus glacialis 
411206029,"Northern fulmar, unknown season",Fulmarus glacialis 
411206990,     Northern fulmar,Fulmarus glacialis 
411206991,"Northern fulmar, spring",Fulmarus glacialis 
411206992,"Northern fulmar, summer",Fulmarus glacialis 
411206993,"Northern fulmar, fall",Fulmarus glacialis 
411206994,"Northern fulmar, winter",Fulmarus glacialis 
411206999,"Northern fulmar, unknown season",Fulmarus glacialis 
411208000,    Grebes,Podiceps spp. 
411208001,"     Grebes, spring",Podiceps spp. 
411208002,"     Grebes, summer",Podiceps spp. 
411208003,"     Grebes, fall",Podiceps spp. 
411208004,"     Grebes, winter",Podiceps spp. 
411208009,"     Grebes, unknown season",Podiceps spp. 
411208020,     Horned grebe,Podiceps auritus 
411208021,"Horned grebe, spring",Podiceps auritus 
411208022,"Horned grebe, summer",Podiceps auritus 
411208023,"Horned grebe, fall",Podiceps auritus 
411208024,"Horned grebe, winter",Podiceps auritus 
411208029,"Horned grebe, unknown season",Podiceps auritus 
411208040,     Red-necked grebe,Podiceps grisegena 
411208041,"Red-necked grebe, spring",Podiceps grisegena 
411208042,"Red-necked grebe, summer",Podiceps grisegena 
411208043,"Red-necked grebe, fall",Podiceps grisegena 
411208044,"Red-necked grebe, winter",Podiceps grisegena 
411208049,"Red-necked grebe, unknown season",Podiceps grisegena 
411208990,     Unspecified grebes,Podiceps spp. 
411208991,"Unspecified grebes, spring",Podiceps spp. 
411208992,"Unspecified grebes, summer",Podiceps spp. 
411208993,"Unspecified grebes, fall",Podiceps spp. 
411208994,"Unspecified grebes, winter",Podiceps spp. 
411208999,"Unspecified grebes, unknown season",Podiceps spp. 
411210000,    Guillemots,Cepphus spp. 
411210001,"     Guillemots, spring",Cepphus spp. 
411210002,"     Guillemots, summer",Cepphus spp. 
411210003,"     Guillemots, fall",Cepphus spp. 
411210004,"     Guillemots, winter",Cepphus spp. 
411210009,"     Guillemots, unknown season",Cepphus spp. 
411210020,     Black guillemot,Cepphus grylle 
411210021,"Black guillemot, spring",Cepphus grylle 
411210022,"Black guillemot, summer",Cepphus grylle 
411210023,"Black guillemot, fall",Cepphus grylle 
411210024,"Black guillemot, winter",Cepphus grylle 
411210029,"Black guillemot, unknown season",Cepphus grylle 
411210040,     Pigeon guillemot,Cepphus columba 
411210041,"Pigeon guillemot, spring",Cepphus columba 
411210042,"Pigeon guillemot, summer",Cepphus columba 
411210043,"Pigeon guillemot, fall",Cepphus columba 
411210044,"Pigeon guillemot, winter",Cepphus columba 
411210049,"Pigeon guillemot, unknown season",Cepphus columba 
411210990,     Unspecified guillemots,Cepphus spp. 
411210991,"Unspecified guillemots, spring",Cepphus spp. 
411210992,"Unspecified guillemots, summer",Cepphus spp. 
411210993,"Unspecified guillemots, fall",Cepphus spp. 
411210994,"Unspecified guillemots, winter",Cepphus spp. 
411210999,"Unspecified guillemots, unknown season",Cepphus spp. 
411212000,    Gulls,  
411212001,"     Gulls, spring",  
411212002,"     Gulls, summer",  
411212003,"     Gulls, fall",  
411212004,"     Gulls, winter",  
411212009,"     Gulls, unknown season",  
411212020,     Glaucous gull,Larus hyperboreus 
411212021,Glaucous gull - spring,Larus hyperboreus 
411212022,Glaucous gull - summer,Larus hyperboreus 
411212023,Glaucous gull - fall,Larus hyperboreus 
411212024,Glaucous gull - winter,Larus hyperboreus 
411212029,Glaucous gull - season unknown,Larus hyperboreus 
411212040,     Glaucous-winged gull,Larus glaucescens 
411212041,Glaucous-winged gull - spring,Larus glaucescens 
411212042,Glaucous-winged gull - summer,Larus glaucescens 
411212043,Glaucous-winged gull - fall,Larus glaucescens 
411212044,Glaucous-winged gull - winter,Larus glaucescens 
411212049,Glaucous-winged gull - season unknown,Larus glaucescens 
411212060,     Herring gull,Larus argentatus 
411212061,"Herring gull, spring",Larus argentatus 
411212062,"Herring gull, summer",Larus argentatus 
411212063,"Herring gull, fall",Larus argentatus 
411212064,"Herring gull, winter",Larus argentatus 
411212069,"Herring gull, unknown season",Larus argentatus 
411212080,     Mew gull,Larus canus 
411212081,"Mew gull, spring",Larus canus 
411212082,"Mew gull, summer",Larus canus 
411212083,"Mew gull, fall",Larus canus 
411212084,"Mew gull, winter",Larus canus 
411212089,"Mew gull, unknown season",Larus canus 
411212100,     Sabine's gull,Xema sabini 
411212101,"Sabine's gull, spring",Xema sabini 
411212102,"Sabine's gull, summer",Xema sabini 
411212103,"Sabine's gull, fall",Xema sabini 
411212104,"Sabine's gull, winter",Xema sabini 
411212109,"Sabine's gull, unknown season",Xema sabini 
411212970,     Large gull,Larus spp.  
411212971,Large Gull - Spring,Larus spp.  
411212972,Large Gull - Summer,Larus spp.  
411212973,Large Gull - Fall,Larus spp.  
411212974,Large Gull - Winter,Larus spp.  
411212979,Large Gull - Season Unknown,Larus spp.  
411212990,     Unspecified gulls,  
411212991,"Unspecified gulls, spring",  
411212992,"Unspecified gulls, summer",  
411212993,"Unspecified gulls, fall",  
411212994,"Unspecified gulls, winter",  
411212999,"Unspecified gulls, unknown season",  
411214000,    Kittiwake,Rissa spp. 
411214001,"     Kittiwake, spring",Rissa spp. 
411214002,"     Kittiwake, summer",Rissa spp. 
411214003,"     Kittiwake, fall",Rissa spp. 
411214004,"     Kittiwake, winter",Rissa spp. 
411214009,"     Kittiwake, unknown season",Rissa spp. 
411214020,     Black-legged kittiwake,Rissa tridactyla 
411214021,"Black-legged kittiwake, spring",Rissa tridactyla 
411214022,"Black-legged kittiwake, summer",Rissa tridactyla 
411214023,"Black-legged kittiwake, fall",Rissa tridactyla 
411214024,"Black-legged kittiwake, winter",Rissa tridactyla 
411214029,"Black-legged kittiwake, unknown season",Rissa tridactyla 
411214040,     Red-legged kittiwake,Rissa brevirostris 
411214041,"Red-legged kittiwake, spring",Rissa brevirostris 
411214042,"Red-legged kittiwake, summer",Rissa brevirostris 
411214043,"Red-legged kittiwake, fall",Rissa brevirostris 
411214044,"Red-legged kittiwake, winter",Rissa brevirostris 
411214049,"Red-legged kittiwake, unknown season",Rissa brevirostris 
411214990,     Unspecified kittiwakes,Rissa spp. 
411214991,"Unspecified kittiwakes, spring",Rissa spp. 
411214992,"Unspecified kittiwakes, summer",Rissa spp. 
411214993,"Unspecified kittiwakes, fall",Rissa spp. 
411214994,"Unspecified kittiwakes, winter",Rissa spp. 
411214999,"Unspecified kittiwakes, unknown season",Rissa spp. 
411216000,    Loons,Gavia spp. 
411216001,"     Loons, spring",Gavia spp. 
411216002,"     Loons, summer",Gavia spp. 
411216003,"     Loons, fall",Gavia spp. 
411216004,"     Loons, winter",Gavia spp. 
411216009,"     Loons, unknown season",Gavia spp. 
411216020,     Pacific/Arctic loons,Gavia pacifica/arctica 
411216021,"Pacific/Arctic loons, spring",Gavia pacifica/arctica 
411216022,"Pacific/Arctic loons, summer",Gavia pacifica/arctica 
411216023,"Pacific/Arctic loons, fall",Gavia pacifica/arctica 
411216024,"Pacific/Arctic loons, winter",Gavia pacifica/arctica 
411216029,"Pacific/Arctic loons, unknown season",Gavia pacifica/arctica 
411216040,     Common loon,Gavia immer 
411216041,"Common loon, spring",Gavia immer 
411216042,"Common loon, summer",Gavia immer 
411216043,"Common loon, fall",Gavia immer 
411216044,"Common loon, winter",Gavia immer 
411216049,"Common loon, unknown season",Gavia immer 
411216060,     Red-throated loon,Gavia stellata 
411216061,"Red-throated loon, spring",Gavia stellata 
411216062,"Red-throated loon, summer",Gavia stellata 
411216063,"Red-throated loon, fall",Gavia stellata 
411216064,"Red-throated loon, winter",Gavia stellata 
411216069,"Red-throated loon, unknown season",Gavia stellata 
411216080,     Yellow-billed loon,Gavia adamsii 
411216081,"Yellow-billed loon, spring",Gavia adamsii 
411216082,"Yellow-billed loon, summer",Gavia adamsii 
411216083,"Yellow-billed loon, fall",Gavia adamsii 
411216084,"Yellow-billed loon, winter",Gavia adamsii 
411216089,"Yellow-billed loon, unknown season",Gavia adamsii 
411216990,     Unspecified loons,Gavia spp. 
411216991,"Unspecified loons, spring",Gavia spp. 
411216992,"Unspecified loons, summer",Gavia spp. 
411216993,"Unspecified loons, fall",Gavia spp. 
411216994,"Unspecified loons, winter",Gavia spp. 
411216999,"Unspecified loons, unknown season",Gavia spp. 
411218000,    Murres,Uria spp. 
411218001,"     Murres, spring",Uria spp. 
411218002,"     Murres, summer",Uria spp. 
411218003,"     Murres, fall",Uria spp. 
411218004,"     Murres, winter",Uria spp. 
411218009,"     Murres, unknown season",Uria spp. 
411218020,     Common murre,Uria aalge 
411218021,"Common murre, spring",Uria aalge 
411218022,"Common murre, summer",Uria aalge 
411218023,"Common murre, fall",Uria aalge 
411218024,"Common murre, winter",Uria aalge 
411218029,"Common murre, unknown season",Uria aalge 
411218040,     Thick-billed murre,Uria lomvia 
411218041,"Thick-billed murre, spring",Uria lomvia 
411218042,"Thick-billed murre, summer",Uria lomvia 
411218043,"Thick-billed murre, fall",Uria lomvia 
411218044,"Thick-billed murre, winter",Uria lomvia 
411218049,"Thick-billed murre, unknown season",Uria lomvia 
411218990,     Unspecified murres,Uria spp. 
411218991,"Unspecified murres, spring",Uria spp. 
411218992,"Unspecified murres, summer",Uria spp. 
411218993,"Unspecified murres, fall",Uria spp. 
411218994,"Unspecified murres, winter",Uria spp. 
411218999,"Unspecified murres, unknown season",Uria spp. 
411220000,    Murrelets,  
411220001,"     Murrelets, spring",  
411220002,"     Murrelets, summer",  
411220003,"     Murrelets, fall",  
411220004,"     Murrelets, winter",  
411220009,"     Murrelets, unknown season",  
411220020,     Ancient murrelet,Synthliboramphus antiquus 
411220021,"Ancient murrelet, spring",Synthliboramphus antiquus 
411220022,"Ancient murrelet, summer",Synthliboramphus antiquus 
411220023,"Ancient murrelet, fall",Synthliboramphus antiquus 
411220024,"Ancient murrelet, winter",Synthliboramphus antiquus 
411220029,"Ancient murrelet, unknown season",Synthliboramphus antiquus 
411220040,     Kittlitz's murrelet,Brachyramphus brevirostris 
411220041,"Kittlitz's murrelet, spring",Brachyramphus brevirostris 
411220042,"Kittlitz's murrelet, summer",Brachyramphus brevirostris 
411220043,"Kittlitz's murrelet, fall",Brachyramphus brevirostris 
411220044,"Kittlitz's murrelet, winter",Brachyramphus brevirostris 
411220049,"Kittlitz's murrelet, unknown season",Brachyramphus brevirostris 
411220060,     Marbled murrelet,Brachyramphus marmoratus 
411220061,"Marbled murrelet, spring",Brachyramphus marmoratus 
411220062,"Marbled murrelet, summer",Brachyramphus marmoratus 
411220063,"Marbled murrelet, fall",Brachyramphus marmoratus 
411220064,"Marbled murrelet, winter",Brachyramphus marmoratus 
411220069,"Marbled murrelet, unknown season",Brachyramphus marmoratus 
411220990,     Unspecified murrelets,  
411220991,"Unspecified murrelets, spring",  
411220992,"Unspecified murrelets, summer",  
411220993,"Unspecified murrelets, fall",  
411220994,"Unspecified murrelets, winter",  
411220999,"Unspecified murrelets, unknown season",  
411222000,    Puffins,Fractercula spp. 
411222001,"     Puffins, spring",Fractercula spp. 
411222002,"     Puffins, summer",Fractercula spp. 
411222003,"     Puffins, fall",Fractercula spp. 
411222004,"     Puffins, winter",Fractercula spp. 
411222009,"     Puffins, unknown season",Fractercula spp. 
411222020,     Horned puffin,Fractercula corniculata 
411222021,"Horned puffin, spring",Fractercula corniculata 
411222022,"Horned puffin, summer",Fractercula corniculata 
411222023,"Horned puffin, fall",Fractercula corniculata 
411222024,"Horned puffin, winter",Fractercula corniculata 
411222029,"Horned puffin, unknown season",Fractercula corniculata 
411222040,     Tufted puffin,Fractercula cirrhata 
411222041,"Tufted puffin, spring",Fractercula cirrhata 
411222042,"Tufted puffin, summer",Fractercula cirrhata 
411222043,"Tufted puffin, fall",Fractercula cirrhata 
411222044,"Tufted puffin, winter",Fractercula cirrhata 
411222049,"Tufted puffin, unknown season",Fractercula cirrhata 
411222990,     Unspecified puffins,Fractercula spp. 
411222991,"Unspecified puffins, spring",Fractercula spp. 
411222992,"Unspecified puffin, summer",Fractercula spp. 
411222993,"Unspecified puffins, fall",Fractercula spp. 
411222994,"Unspecified puffins, winter",Fractercula spp. 
411222999,"Unspecified puffins, unknown season",Fractercula spp. 
411224000,    Shearwaters,  
411224001,"     Shearwaters, spring",  
411224002,"     Shearwaters, summer",  
411224003,"     Shearwaters, fall",  
411224004,"     Shearwaters, winter",  
411224009,"     Shearwaters, unknown season",  
411224020,     Short-tailed shearwater,Puffinus tenuirostris 
411224021,"Short-tailed shearwater, spring",Puffinus tenuirostris 
411224022,"Short-tailed shearwater, summer",Puffinus tenuirostris 
411224023,"Short-tailed shearwater, fall",Puffinus tenuirostris 
411224024,"Short-tailed shearwater, winter",Puffinus tenuirostris 
411224029,"Short-tailed shearwater, unknown season",Puffinus tenuirostris 
411224040,     Sooty shearwater,Ardenna grisea 
411224041,"Sooty shearwater, spring",Ardenna grisea 
411224042,"Sooty shearwater, summer",Ardenna grisea 
411224043,"Sooty shearwater, fall",Ardenna grisea 
411224044,"Sooty shearwater, winter",Ardenna grisea 
411224049,"Sooty shearwater, unknown season",Ardenna grisea 
411224990,     Unspecified shearwaters,  
411224991,"Unspecified shearwaters, spring",  
411224992,"Unspecified shearwaters, summer",  
411224993,"Unspecified shearwaters, fall",  
411224994,"Unspecified shearwaters, winter",  
411224999,"Unspecified shearwaters, unknown season",  
411226000,    Terns,  
411226001,"     Terns, spring",  
411226002,"     Terns, summer",  
411226003,"     Terns, fall",  
411226004,"     Terns, winter",  
411226009,"     Terns, unknown season",  
411226020,     Aleutian tern,Onychoprion aleutica 
411226021,"Aleutian tern, spring",Onychoprion aleutica 
411226022,"Aleutian tern, summer",Onychoprion aleutica 
411226023,"Aleutian tern, fall",Onychoprion aleutica 
411226024,"Aleutian tern, winter",Onychoprion aleutica 
411226029,"Aleutian tern, unknown season",Onychoprion aleutica 
411226040,     Arctic tern,Sterna paradisaea 
411226041,"Arctic tern, spring",Sterna paradisaea 
411226042,"Arctic tern, summer",Sterna paradisaea 
411226043,"Arctic tern, fall",Sterna paradisaea 
411226044,"Arctic tern, winter",Sterna paradisaea 
411226049,"Arctic tern, unknown season",Sterna paradisaea 
411226990,     Unspecified terns,  
411226991,"Unspecified terns, spring",  
411226992,"Unspecified terns, summer",  
411226993,"Unspecified terns, fall",  
411226994,"Unspecified terns, winter",  
411226999,"Unspecified terns, unknown season",  
411299000,    Unspecified seabirds,  
411299001,"     Unspecified seabirds, spring",  
411299002,"     Unspecified seabirds, summer",  
411299003,"     Unspecified seabirds, fall",  
411299004,"     Unspecified seabirds, winter",  
411299009,"     Unspecified seabirds, unknown season",  
411400000,   Herons,Ardea spp. 
411400001,"    Herons, spring",Ardea spp. 
411400002,"    Herons, summer",Ardea spp. 
411400003,"    Herons, fall",Ardea spp. 
411400004,"    Herons, winter",Ardea spp. 
411400009,"    Herons, unknown season",Ardea spp. 
411402000,    Great blue heron,Ardea herodias 
411402001,"     Great blue heron, spring",Ardea herodias 
411402002,"     Great blue heron, summer",Ardea herodias 
411402003,"     Great blue heron, fall",Ardea herodias 
411402004,"     Great blue heron, winter",Ardea herodias 
411402009,"     Great blue heron, unknown season",Ardea herodias 
411499000,    Unspecified herons,Ardea spp. 
411499001,"     Unspecified herons, spring",Ardea spp. 
411499002,"     Unspecified herons, summer",Ardea spp. 
411499003,"     Unspecified herons, fall",Ardea spp. 
411499004,"     Unspecified herons, winter",Ardea spp. 
411499009,"     Unspecified herons, unknown season",Ardea spp. 
411600000,   Songbirds,  
411600001,"    Songbirds, spring",  
411600002,"    Songbirds, summer",  
411600003,"    Songbirds, fall",  
411600004,"    Songbirds, winter",  
411600009,"    Songbirds, unknown season",  
411602000,    Gray-crowned rosy-finch,Leucosticte tephrocotis 
411602001,"     Gray-crowned rosy-finch, spring",Leucosticte tephrocotis 
411602002,"     Gray-crowned rosy-finch, summer",Leucosticte tephrocotis 
411602003,"     Gray-crowned rosy-finch, fall",Leucostictes tephrocotis 
411602004,"     Gray-crowned rosy-finch, winter",Leucosticte tephrocotis 
411602009,"     Gray-crowned rosy-finch, season unknown",Leucosticte tephrocotis 
411699000,    Unspecified songbirds,  
411699001,"     Unspecified songbirds, spring",  
411699002,"     Unspecified songbirds, summer",  
411699003,"     Unspecified songbirds, fall",  
411699004,"     Unspecified songbirds, winter",  
411699009,"     Unspecified songbirds, season unknown",  
417700000,   Unspecified migratory birds,  
417700001,"    Unspecified migratory birds, spring",  
417700002,"    Unspecified migratory birds, summer",  
417700003,"    Unspecified migratory birds, fall",  
417700004,"    Unspecified migratory birds, winter",  
417700009,"    Unspecified migratory birds, unknown season",  
420000000,  Other birds,  
420000001,"   Other birds, spring",  
420000002,"   Other birds, summer",  
420000003,"   Other birds, fall",  
420000004,"   Other birds, winter",  
420000009,"   Other birds, unknown season",  
421800000,   Upland game birds,  
421800001,"    Upland game birds, spring",  
421800002,"    Upland game birds, summer",  
421800003,"    Upland game birds, fall",  
421800004,"    Upland game birds, winter",  
421800009,"    Upland game birds, unknown season",  
421802000,    Grouses,  
421802001,"     Grouses, spring",  
421802002,"     Grouses, summer",  
421802003,"     Grouses, fall",  
421802004,"     Grouses, winter",  
421802009,"     Grouses, unknown season",  
421802020,     Spruce grouse,Falcipennis canadensis 
421802021,"Spruce grouse, spring",Falcipennis canadensis 
421802022,"Spruce grouse, summer",Falcipennis canadensis 
421802023,"Spruce grouse, fall",Falcipennis canadensis 
421802024,"Spruce grouse, winter",Falcipennis canadensis 
421802029,"Spruce grouse, unknown season",Falcipennis canadensis 
421802040,     Sharp-tailed grouse,Tympanuchus phasianellus 
421802041,"Sharp-tailed grouse, spring",Tympanuchus phasianellus 
421802042,"Sharp-tailed grouse, summer",Tympanuchus phasianellus 
421802043,"Sharp-tailed grouse, fall",Tympanuchus phasianellus 
421802044,"Sharp-tailed grouse, winter",Tympanuchus phasianellus 
421802049,"Sharp-tailed grouse, unknown season",Tympanuchus phasianellus 
421802060,     Ruffed grouse,Bonasa umbellus 
421802061,"Ruffed grouse, spring",Bonasa umbellus 
421802062,"Ruffed grouse, summer",Bonasa umbellus 
421802063,"Ruffed grouse, fall",Bonasa umbellus 
421802064,"Ruffed grouse, winter",Bonasa umbellus 
421802069,"Ruffed grouse, unknown season",Bonasa umbellus 
421802990,     Unspecified grouses,  
421802991,"Unspecified grouses, spring",  
421802992,"Unspecified grouses, summer",  
421802993,"Unspecified grouses, fall",  
421802994,"Unspecified grouses, winter",  
421802999,"Unspecified grouses, unknown season",  
421804000,    Ptarmigans,Lagopus spp. 
421804001,"     Ptarmigans, spring",Lagopus spp. 
421804002,"     Ptarmigans, summer",Lagopus spp. 
421804003,"     Ptarmigans, fall",Lagopus spp. 
421804004,"     Ptarmigans, winter",Lagopus spp. 
421804009,"     Ptarmigans, unknown season",Lagopus spp. 
421804020,     Rock ptarmigan,Lagopus muta 
421804021,"Rock ptarmigan, spring",Lagopus muta 
421804022,"Rock ptarmigan, summer",Lagopus muta 
421804023,"Rock ptarmigan, fall",Lagopus muta 
421804024,"Rock ptarmigan, winter",Lagopus muta 
421804029,"Rock ptarmigan, unknown season",Lagopus muta 
421804040,     Willow ptarmigan,Lagopus lagopus 
421804041,"Willow ptarmigan, spring",Lagopus lagopus 
421804042,"Willow ptarmigan, summer",Lagopus lagopus 
421804043,"Willow ptarmigan, fall",Lagopus lagopus 
421804044,"Willow ptarmigan, winter",Lagopus lagopus 
421804049,"Willow ptarmigan, unknown season",Lagopus lagopus 
421804060,     White-tailed ptarmigan,Lagopus leucura 
421804061,"White-tailed ptarmigan, spring",Lagopus leucura 
421804062,"White-tailed ptarmigan, summer",Lagopus leucura 
421804063,"White-tailed ptarmigan, fall",Lagopus leucura 
421804064,"White-tailed ptarmigan, winter",Lagopus leucura 
421804069,"White-tailed ptarmigan, unknown season",Lagopus leucura 
421804990,     Unspecified ptarmigans,Lagopus spp. 
421804991,"Unspecified ptarmigans, spring",Lagopus spp. 
421804992,"Unspecified ptarmigans, summer",Lagopus spp. 
421804993,"Unspecified ptarmigans, fall",Lagopus spp. 
421804994,"Unspecified ptarmigans, winter",Lagopus spp. 
421804999,"Unspecified ptarmigans, unknown season",Lagopus spp. 
422000000,   Owls,  
422000001,"    Owls, spring",  
422000002,"    Owls, summer",  
422000003,"    Owls, fall",  
422000004,"    Owls, winter",  
422000009,"    Owls, unknown season",  
422002000,    Snowy owl,Bubo scandiacus 
422002001,"     Snowy owl, spring",Bubo scandiacus 
422002002,"     Snowy owl, summer",Bubo scandiacus 
422002003,"     Snowy owl, fall",Bubo scandiacus 
422002004,"     Snowy owl, winter",Bubo scandiacus 
422002009,"     Snowy owl, unknown season",Bubo scandiacus 
422004000,    Great horned owl,Bubo virginianus 
422004001,"     Great horned owl, spring",Bubo virginianus 
422004002,"     Great horned owl, summer",Bubo virginianus 
422004003,"     Great horned owl, fall",Bubo virginianus 
422004004,"     Great horned owl, winter",Bubo virginianus 
422004009,"     Great horned owl, unknown season",Bubo virginianus 
422099000,    Unspecified owls,  
422099001,"     Unspecified owls, spring",  
422099002,"     Unspecified owls, summer",  
422099003,"     Unspecified owls, fall",  
422099004,"     Unspecified owls, winter",  
422099009,"     Unspecified owls, unknown season",  
428800000,   Unspecified other birds,  
428800001,"    Unspecified other birds, spring",  
428800002,"    Unspecified other birds, summer",  
428800003,"    Unspecified other birds, fall",  
428800004,"    Unspecified other birds, winter",  
428800009,"    Unspecified other birds, unknown season",  
430000000,  Bird eggs,  
430200000,   Duck eggs,  
430202000,    Bufflehead eggs,Bucephala albeola 
430204000,    Canvasback eggs,Aythya valisineria 
430206000,    Eider eggs,  
430206020,     Common eider eggs,Somateria mollissima 
430206040,     King eider eggs,Somateria spectabilis 
430206060,     Spectacled eider eggs,Somateria fischeri 
430206080,     Steller's eider eggs,Polysticta stelleri 
430206990,     Unspecified eider eggs,  
430210000,    Goldeneye eggs,Bucephala spp. 
430212000,    Harlequin duck eggs,Histrionicus histrionticus 
430214000,    Mallard eggs,Anas platyrhynchos 
430216000,    Merganser eggs,Mergus spp. 
430216020,     Common merganser eggs,Mergus merganser 
430216040,     Red-breasted merganser eggs,Mergus serrator 
430216990,     Unspecified merganser eggs,Mergus spp. 
430218000,    Long-tailed duck eggs,Clangula hyemalis 
430220000,    Northern pintail eggs,Anas acuta 
430226000,    Scaup eggs,Aythya spp. 
430226020,     Greater scaup eggs,Aythya marila 
430226990,     Unspecified scaup eggs,Aythya spp. 
430228000,    Scoter eggs,Melanitta spp. 
430228020,     Black scoter eggs,Melanitta americana 
430228040,     Surf scoter eggs,Melanitta perspicillata 
430228060,     White-winged scoter eggs,Melanitta deglandi 
430228990,     Unspecified scoter eggs,Melanitta spp. 
430230000,    Northern shoveler eggs,Spatula clypeata 
430232000,    Teal eggs,Anas spp. 
430232060,     Green-winged teal eggs,Anas carolinensis 
430232990,     Unspecified teal eggs,Anas spp. 
430236000,    Wigeon eggs,Anas spp. 
430236020,     American wigeon eggs,Anas americana 
430236990,     Unspecified wigeon eggs,Anas spp. 
430299000,    Unspecified duck eggs,  
430400000,   Goose eggs,  
430402000,    Brant eggs,Branta bernicla 
430404000,    Canada/cackling goose eggs,Branta spp. 
430404040,     Cackling goose eggs,Branta hutchinsii 
430404080,     Canada goose eggs,Branta canadensis 
430404990,     Unspecified Canada/cackling goose eggs,Branta spp. 
430406000,    Emperor goose eggs,Anser canagicus 
430408000,    Snow goose eggs,Chen caerulescens 
430410000,    Greater white-fronted goose eggs,Anser albifrons 
430499000,    Unspecified goose eggs,  
430600000,   Swan eggs,Cygnus spp. 
430604000,    Tundra swan eggs,Cygnus columbianus 
430699000,    Unspecified swan eggs,Cygnus spp. 
430800000,   Crane eggs,Grus spp. 
430802000,    Sandhill crane eggs,Grus canadensis 
430899000,    Unspecified crane eggs,Grus spp. 
431000000,   Shorebird eggs,  
431002000,    Wilson's snipe eggs,Gallinago delicata 
431004000,    Black oystercatcher eggs,Haematopus bachmani 
431006000,    Plover eggs,  
431006020,     Golden/black-bellied plover eggs,Pluvialis spp. 
431006990,     Unspecified plover eggs,  
431009000,    Curlew/whimbrel eggs,Numenius spp. 
431009020,     Bristle-thighed curlew eggs,Numenius tahitiensis 
431009040,     Whimbrel eggs,Numenius phaeopus 
431011000,    Godwit eggs,Limosa spp. 
431099000,    Unspecified shorebird eggs,  
431099010,     Unspecified small shorebird eggs,  
431099020,     Unspecified large shorebird eggs,  
431200000,   Seabird and loon eggs,  
431202000,    Auklet eggs,  
431202040,     Crested auklet eggs,Aethia cristatella 
431202060,     Least auklet eggs,Aethia pusilla 
431202990,     Unspecified auklet eggs,  
431204000,    Cormorant eggs,Phalacrocorax spp. 
431204040,     Pelagic cormorant eggs,Phalacrocorax pelagicus 
431204060,     Red-faced cormorant eggs,Phalacrocorax urile 
431204990,     Unspecified cormorant eggs,Phalacrocorax spp. 
431206000,    Fulmar eggs,Fulmarus glacialis 
431206020,     Northern fulmar eggs,Fulmarus glacialis 
431206990,     Unspecified fulmar eggs,  
431208000,    Grebe eggs,  
431208020,     Horned grebe eggs,Podiceps auritus 
431210000,    Guillemot eggs,Cepphus spp. 
431210020,     Black guillemot eggs,Cepphus grylle 
431210040,     Pigeon guillemot eggs,Cepphus columba 
431210990,     Unspecified guillemot eggs,Cepphus spp. 
431212000,    Gull eggs,  
431212020,     Glaucous gull eggs,Larus hyperboreus 
431212040,     Glaucous-winged gull eggs,Larus glaucescens 
